Area,Area_glatt,Datum,Volume,WD,WD_calc_smooth,Vol_calc
8714.0,8403.0,2015-07-04,,,3.8642389153374217,11377.785863755009
4123.0,3922.0,2015-08-03,,,2.394944022063565,2877.524689032249
4388.0,4316.0,2015-08-13,,,2.524134423302105,3387.221583389317
,,2016-06-10,46693.794471815614,6.8362,,
,,2016-06-11,47162.70484734747,6.865499999999997,,
,,2016-06-12,49424.82316957194,7.004833333333332,,
,,2016-06-13,50908.78082894751,7.0945,,
,,2016-06-14,50710.29130383463,7.082583333333332,,
,,2016-06-15,51031.122049438614,7.1018333333333326,,
,,2016-06-16,51535.942537759984,7.131999999999999,,
,,2016-06-17,52119.153611111105,7.166666666666665,,
,,2016-06-18,53083.84212563962,7.223583333333331,,
,,2016-06-19,51929.528705157994,7.1554166666666665,,
,,2016-06-20,49799.23897859297,7.027583333333332,,
,,2016-06-21,47324.621400739656,6.875583333333334,,
,,2016-06-22,44993.0584246711,6.7286666666666655,,
,,2016-06-23,44087.62601954799,6.670583333333332,,
,,2016-06-24,43587.61154868186,6.638249999999998,,
,,2016-06-25,44965.643184789646,6.726916666666668,,
,,2016-06-26,45785.17227459,6.779,,
,,2016-06-27,46133.57910698997,6.8009999999999975,,
17340.0,17226.0,2016-06-28,46385.148907638606,6.816833333333332,6.757251377590321,45442.05278910072
,,2016-06-29,45019.17599535443,6.730333333333332,,
,,2016-06-30,42958.97632881777,6.597333333333332,,
,,2016-07-01,42688.970315754435,6.579666666666665,,
,,2016-07-02,43041.93286273688,6.60275,,
,,2016-07-03,42355.201142461854,6.557749999999999,,
,,2016-07-04,41738.12507411,6.517,,
,,2016-07-05,40407.49249548132,6.4280833333333325,,
,,2016-07-06,38521.64887124748,6.299499999999997,,
,,2016-07-07,36260.683984822994,6.141083333333333,,
,,2016-07-08,33955.229178634436,5.974333333333332,,
,,2016-07-09,31547.91010363999,5.794,,
,,2016-07-10,29164.79374152749,5.6084999999999985,,
,,2016-07-11,26988.051719911866,5.432249999999999,,
,,2016-07-12,25810.676318031317,5.333916666666667,,
,,2016-07-13,25934.140906234432,5.344333333333332,,
,,2016-07-14,27120.397835838594,5.4431666666666665,,
,,2016-07-15,27542.84215389194,5.477833333333333,,
,,2016-07-16,26832.88773893131,5.419416666666666,,
,,2016-07-17,25513.61540454687,5.30875,,
11842.0,11646.0,2016-07-18,23962.147287471944,5.174833333333333,4.927600517409977,21227.255244022832
,,2016-07-19,22436.024717796856,5.038749999999999,,
,,2016-07-20,20948.326147227493,4.9015,,
,,2016-07-21,19580.90953640965,4.7709166666666665,,
,,2016-07-22,18480.35689324298,4.662416666666666,,
,,2016-07-23,17315.30357124798,4.543916666666666,,
,,2016-07-24,16231.663550999998,4.43,,
,,2016-07-25,15296.158055127495,4.3285,,
,,2016-07-26,14460.890176771949,4.235166666666667,,
,,2016-07-27,13756.818133701103,4.154333333333333,,
,,2016-07-28,13158.80057744,4.0840000000000005,,
,,2016-07-29,12594.907651191941,4.016166666666666,,
,,2016-07-30,12066.422616625281,3.951166666666667,,
,,2016-07-31,11709.984056827505,3.9065000000000007,,
